Resume_Rank,Resume_Index,Resume_ID,Resume_Category,Job_Index,Job_ID,Job_Title,Company,Final_Score,Skills_Matched,Explanation
1,0,16852973,HR,12530,3887599959,Senior Catering Sales Manager OEM - Salary up to $100K,Aimbridge Hospitality,0.9305,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,1315,12085736,DIGITAL-MEDIA,99005,3904990920,"Digital Media Manager, CBG",Sherwin-Williams,0.9281,"['c', 'git', 'go', 'r']","Match Score: 92% | Skills: c, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1315,12085736,DIGITAL-MEDIA,81278,3903849450,"Senior GTM Specialist - AdTech US, Product and Sales Specialist, Amazon Ads",Amazon,0.9265,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1315,12085736,DIGITAL-MEDIA,25027,3891071533,Marketing Manager,24 Seven Talent,0.9239,"['c', 'git', 'go', 'r']","Match Score: 92% | Skills: c, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1316,20210676,DIGITAL-MEDIA,115637,3905854948,Digital Content Strategist,Pursuit,0.9366,"['c', 'git', 'go', 'r']","Match Score: 93% | Skills: c, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1316,20210676,DIGITAL-MEDIA,101635,3905252069,Content Writer,Raas Infotek,0.9332,"['c', 'excel', 'r']","Match Score: 93% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1316,20210676,DIGITAL-MEDIA,33103,3894996898,Digital & Content Marketing Specialist,Diverse Marketing,0.9299,"['c', 'excel', 'git', 'go', 'r']","Match Score: 92% | Skills: c, excel, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1316,20210676,DIGITAL-MEDIA,44803,3900947233,Digital Content Creator,NCMIC,0.9296,"['c', 'excel', 'git', 'r']","Match Score: 92% | Skills: c, excel, git, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1316,20210676,DIGITAL-MEDIA,21200,3889417429,DIGITAL CAMPAIGN SPECIALIST (REMOTE/USA) - GDM (Gray Media Group),Talentify.io,0.9291,"['c', 'excel', 'git', 'go', 'r']","Match Score: 92% | Skills: c, excel, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1317,22706174,DIGITAL-MEDIA,63261,3902347334,Senior Account Manager,Aquent,0.9485,"['c', 'excel', 'go', 'r']","Match Score: 94% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1317,22706174,DIGITAL-MEDIA,25136,3891072541,Paid Media Manager (Digital Marketing),Pave Talent,0.9372,"['c', 'git', 'go', 'r']","Match Score: 93% | Skills: c, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1317,22706174,DIGITAL-MEDIA,116986,3905878925,Account Manager,Streben Marketing,0.9362,"['c', 'excel', 'git', 'go', 'r']","Match Score: 93% | Skills: c, excel, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1317,22706174,DIGITAL-MEDIA,80392,3903841752,Public Sector Account Mgr- MO,UScellular,0.9361,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1317,22706174,DIGITAL-MEDIA,76327,3903471463,"Public Sector Account Mgr -Brookfield, WI",UScellular,0.9361,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1318,18354623,DIGITAL-MEDIA,10941,3887473220,Project Manager,Motion Recruitment,0.9282,"['c', 'git', 'go', 'r']","Match Score: 92% | Skills: c, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1318,18354623,DIGITAL-MEDIA,25136,3891072541,Paid Media Manager (Digital Marketing),Pave Talent,0.9261,"['c', 'git', 'go', 'r']","Match Score: 92% | Skills: c, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1318,18354623,DIGITAL-MEDIA,67116,3902752795,"Global Lead, Mobile and Reach Partnerships",Google,0.923,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1318,18354623,DIGITAL-MEDIA,99005,3904990920,"Digital Media Manager, CBG",Sherwin-Williams,0.9201,"['c', 'git', 'go', 'r']","Match Score: 92% | Skills: c, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1318,18354623,DIGITAL-MEDIA,46799,3900979220,Freelance Digital Management Supervisor,Team One,0.9197,"['agile', 'c', 'git', 'go', 'r']","Match Score: 91% | Skills: agile, c, git, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1319,17432318,DIGITAL-MEDIA,15107,3887889257,Insurance Sales Intern,LexisNexis Risk Solutions,0.9214,"['c', 'excel', 'r']","Match Score: 92% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1319,17432318,DIGITAL-MEDIA,73911,3902943503,Summer Intern,"Resolute Management, Inc.",0.9133,"['c', 'excel', 'go', 'r']","Match Score: 91% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1319,17432318,DIGITAL-MEDIA,116232,3905866572,Summer Intern,"Resolute Management, Inc.",0.9133,"['c', 'excel', 'go', 'r']","Match Score: 91% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1319,17432318,DIGITAL-MEDIA,39077,3898163529,Senior Marketing Specialist,Orange County United Way,0.9118,"['c', 'git', 'r']","Match Score: 91% | Skills: c, git, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1319,17432318,DIGITAL-MEDIA,87048,3904388074,Life Sales Agent,AAA Auto Club Enterprises,0.9114,"['c', 'excel', 'go', 'r']","Match Score: 91% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1320,11797122,AUTOMOBILE,103420,3905292841,YARD DRIVER (CDL) - DC - Starting pay $19.00 hr,Harbor Freight Tools,0.9375,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
2,1320,11797122,AUTOMOBILE,46837,3900979703,Truck Driver - Hiker/Vehicle Transporter/CDL - Part Time,Penske Truck Leasing,0.9338,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,1320,11797122,AUTOMOBILE,66735,3902749607,Asset Trucking Director of Operations,CS Recruiting,0.9326,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
4,1320,11797122,AUTOMOBILE,56122,3901938385,Truck Driver - Hiker/Vehicle Transporter/CDL - Part Time,Penske Truck Leasing,0.9324,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
5,1320,11797122,AUTOMOBILE,6622,3885809273,Lead Front,GFL Environmental Inc.,0.9322,"['c', 'r']","Match Score: 93% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
1,1321,16332293,AUTOMOBILE,68745,3902785197,Transportation Supervisor,Cold Storage Recruiting,0.9148,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1321,16332293,AUTOMOBILE,62618,3902327571,Inspector Apprentice (Manheim),Cox Automotive Inc.,0.9144,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,1321,16332293,AUTOMOBILE,107797,3905335152,Assistant Maintenance Manager,RPM Living,0.9117,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
4,1321,16332293,AUTOMOBILE,86539,3904384798,Assistant Maintenance Manager,RPM Living,0.9095,"['c', 'r']","Match Score: 90% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
5,1321,16332293,AUTOMOBILE,110864,3905376634,Flow Inventory Lead 2nd shift,CarMax,0.9094,"['c', 'r']","Match Score: 90% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
1,1322,28790806,AUTOMOBILE,42781,3899543165,Data Entry Specialist,Advantage Tech,0.918,"['c', 'excel', 'r']","Match Score: 91% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1322,28790806,AUTOMOBILE,114986,3905842941,Sr Data Analyst,Solü Technology Partners,0.9159,"['c', 'excel', 'r', 'sql']","Match Score: 91% | Skills: c, excel, r, sql | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1322,28790806,AUTOMOBILE,32813,3894954189,Senior Data Analyst,Educated Solutions Corp,0.9155,"['c', 'excel', 'r']","Match Score: 91% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1322,28790806,AUTOMOBILE,95087,3904924269,Business Analyst,Motion Recruitment,0.9146,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1322,28790806,AUTOMOBILE,24547,3891017108,Credit Collections Manager,Robert Half,0.9125,"['c', 'excel', 'r']","Match Score: 91% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1323,91515108,AUTOMOBILE,113524,3905691664,Insurance Agency - Customer Service Manager,Portsmouth Atlantic Insurance,0.9444,"['c', 'excel', 'go', 'r']","Match Score: 94% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1323,91515108,AUTOMOBILE,60484,3901980176,Quality Assurance Specialist,Call the Car,0.9296,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1323,91515108,AUTOMOBILE,11938,3887573481,Underwriting Assistant,TEKsystems,0.9295,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1323,91515108,AUTOMOBILE,24059,3890894477,Claims Service Representative,SNI Companies,0.9284,"['c', 'excel', 'r']","Match Score: 92% | Skills: c, excel, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
5,1323,91515108,AUTOMOBILE,24007,3890893642,Policy Specialist,SNI Companies,0.9284,"['c', 'excel', 'r']","Match Score: 92% | Skills: c, excel, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
1,1324,32109048,AUTOMOBILE,113524,3905691664,Insurance Agency - Customer Service Manager,Portsmouth Atlantic Insurance,0.9385,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1324,32109048,AUTOMOBILE,60484,3901980176,Quality Assurance Specialist,Call the Car,0.9285,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1324,32109048,AUTOMOBILE,73212,3902923115,Senior Claims Examiner,Infojini Inc,0.9281,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1324,32109048,AUTOMOBILE,44542,3900942927,Senior Claims Operations Analyst,Broadspire,0.9266,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1324,32109048,AUTOMOBILE,39545,3898167077,Entry Level Claims Adjuster,Allied Solutions LLC,0.9251,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
1,1325,11152490,AUTOMOBILE,52290,3901456992,Associate Principal,Elmbrook Schools,0.9316,"['c', 'excel', 'go', 'llm', 'r']","Match Score: 93% | Skills: c, excel, go, llm, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
2,1325,11152490,AUTOMOBILE,100951,3905239401,Human Resources Director,Rinvio (Ignite Recruitment),0.9314,"['api', 'c', 'go', 'r']","Match Score: 93% | Skills: api, c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
3,1325,11152490,AUTOMOBILE,59391,3901961104,Executive Director of Middle and Secondary School Leadership,East Aurora School District 131,0.9303,"['c', 'r']","Match Score: 93% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
4,1325,11152490,AUTOMOBILE,17954,3888490574,Training & Development Manager,Brightpath Associates LLC,0.93,"['c', 'r']","Match Score: 93% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
5,1325,11152490,AUTOMOBILE,73546,3902936505,Elementary School Teacher,Carolina Charter Academy,0.9293,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1326,99680385,AUTOMOBILE,8454,3886213377,Project Engineer,Spherion,0.9284,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1326,99680385,AUTOMOBILE,111404,3905393545,Director of Construction Management,RPM Living,0.9263,"['api', 'c', 'go', 'r']","Match Score: 92% | Skills: api, c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
3,1326,99680385,AUTOMOBILE,41698,3899526650,Lead Piping Engineer,CPS/Comtech,0.926,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1326,99680385,AUTOMOBILE,45375,3900957475,Automation Engineer,Intellectt Inc,0.9238,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
5,1326,99680385,AUTOMOBILE,12100,3887576867,Power Quality Specialist III,"Prism Professional Services Group, LLC.",0.9227,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1327,15790602,AUTOMOBILE,109023,3905350162,Associate Marketing Account Manager,Ingram Micro,0.9229,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1327,15790602,AUTOMOBILE,48769,3901350020,Product Marketing Associate,Top Flight Executives Inc,0.9212,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,1327,15790602,AUTOMOBILE,63758,3902352915,Product Marketing Associate,First Class Marketing,0.9212,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
4,1327,15790602,AUTOMOBILE,92104,3904577078,Sales Director,INA Solution,0.9186,"['c', 'go', 'r']","Match Score: 91% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1327,15790602,AUTOMOBILE,78835,3903818963,Chief Marketing Officer,Graton Resort & Casino,0.9141,"['c', 'git', 'go', 'r']","Match Score: 91% | Skills: c, git, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
1,1328,17510973,AUTOMOBILE,121871,3906250828,"Manager, Patient Access Quality/ Full-Time",CHRISTUS Health,0.9276,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1328,17510973,AUTOMOBILE,92210,3904579471,Patient Service Representative-Occupational Health,UnityPoint Health,0.9269,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,1328,17510973,AUTOMOBILE,117680,3906074999,Training & Quality Assurance Specialist,Complete Staffing Solutions,0.9268,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1328,17510973,AUTOMOBILE,37308,3895807386,"Patient Care Associate - Surgical, Full Time Nights",Mercy,0.9256,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
5,1328,17510973,AUTOMOBILE,87235,3904388809,Central Scheduler 1,Loma Linda University Health,0.9236,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
1,1329,23522150,AUTOMOBILE,100555,3905218923,Administrative Assistant,"Niagara Partners, Inc",0.9409,"['c', 'excel', 'r']","Match Score: 94% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1329,23522150,AUTOMOBILE,69142,3902801433,Executive Administrative Assistant,Dexian,0.9394,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1329,23522150,AUTOMOBILE,60697,3901982197,Administrative Assistant,Almond & Associates ,0.9373,"['c', 'excel', 'r']","Match Score: 93% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1329,23522150,AUTOMOBILE,63726,3902352543,Service Desk Technician,Brooksource,0.9365,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1329,23522150,AUTOMOBILE,103274,3905291136,Assistant Retail Manager,1st Employment,0.9353,"['c', 'excel', 'r']","Match Score: 93% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
1,1330,11257723,AUTOMOBILE,73212,3902923115,Senior Claims Examiner,Infojini Inc,0.9337,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1330,11257723,AUTOMOBILE,107286,3905332478,Senior Property Claims Representative,Farm Bureau Insurance of Michigan,0.9289,"['c', 'go', 'perl', 'r']","Match Score: 92% | Skills: c, go, perl, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1330,11257723,AUTOMOBILE,48306,3901345851,Commercial Property Claims Adjuster,Insight Global,0.9262,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
4,1330,11257723,AUTOMOBILE,11897,3887572647,Claims Adjuster Trainee,Progressive Insurance,0.9229,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1330,11257723,AUTOMOBILE,12104,3887577045,Claims Adjuster Trainee,Progressive Insurance,0.9229,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1331,14455622,AUTOMOBILE,38801,3898161834,Maintenance Technician,Apex Systems,0.9139,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1331,14455622,AUTOMOBILE,1605,3884437686,Equipment Maintenance Supervisor,Headway Technologies,0.913,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1331,14455622,AUTOMOBILE,81345,3903852083,Facility Maintenance Coordinator,Logic Staffing,0.9092,"['c', 'r']","Match Score: 90% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
4,1331,14455622,AUTOMOBILE,38943,3898162676,"Director, Fleet Maintenance",Dollar General,0.9082,"['c', 'go', 'r']","Match Score: 90% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
5,1331,14455622,AUTOMOBILE,114067,3905819241,Director of Maintenance,,0.908,"['c', 'go', 'r']","Match Score: 90% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1332,84295343,AUTOMOBILE,42803,3899544122,Litigation Paralegal,Maynard Nexsen PC,0.941,"['c', 'excel', 'r']","Match Score: 94% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1332,84295343,AUTOMOBILE,116206,3905866143,Entry Level Litigation Attorney,Unity Source Group,0.9396,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1332,84295343,AUTOMOBILE,114068,3905819262,"Trial Paralegal, Civil Litigation",Plona Partners,0.9364,"['c', 'r']","Match Score: 93% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1332,84295343,AUTOMOBILE,114100,3905820304,"Senior Litigation Paralegal, White Collar",Plona Partners,0.936,"['c', 'r']","Match Score: 93% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1332,84295343,AUTOMOBILE,88767,3904400593,Litigation Paralegal,"CivicMinds, Inc",0.9355,"['c', 'excel', 'r']","Match Score: 93% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1333,78357954,AUTOMOBILE,58587,3901952570,Area Manager,Performance Foodservice,0.942,"['c', 'excel', 'r']","Match Score: 94% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1333,78357954,AUTOMOBILE,102119,3905264431,Human Resources & Administrative Associate,Owen Thomas Group ,0.9257,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1333,78357954,AUTOMOBILE,25745,3891077146,Supervisor,Interfaith Of The Woodlands,0.9247,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1333,78357954,AUTOMOBILE,45101,3900952917,Senior Labor Analyst,Insight Global,0.9246,"['c', 'excel', 'r']","Match Score: 92% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1333,78357954,AUTOMOBILE,62508,3902324085,"Customer Service Supervisor, Transplant Diagnostics",Thermo Fisher Scientific,0.9241,"['c', 'excel', 'r', 'scala']","Match Score: 92% | Skills: c, excel, r, scala | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1334,24703983,AUTOMOBILE,76137,3903468549,Accountant,Creative Financial Staffing (CFS),0.9456,"['c', 'r']","Match Score: 94% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1334,24703983,AUTOMOBILE,24826,3891068832,Accounting Manager,CloudMasters,0.945,"['api', 'c', 'excel', 'r']","Match Score: 94% | Skills: api, c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1334,24703983,AUTOMOBILE,48854,3901350904,Senior Accountant (Chinese Speaking),MFM Search LLC,0.9448,"['c', 'excel', 'r']","Match Score: 94% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1334,24703983,AUTOMOBILE,77328,3903489686,Senior Accountant,Robert Half,0.9436,"['api', 'c', 'excel', 'r']","Match Score: 94% | Skills: api, c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,1334,24703983,AUTOMOBILE,28780,3894268653,Tax Account Manager ,Ebyte Technologies Inc,0.9401,"['c', 'excel', 'r']","Match Score: 94% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,1335,47487091,AUTOMOBILE,73212,3902923115,Senior Claims Examiner,Infojini Inc,0.929,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,1335,47487091,AUTOMOBILE,24576,3891018231,Attorney- General Liability Defense Lawyer,Confidential,0.9249,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,1335,47487091,AUTOMOBILE,39926,3898169845,Attorney- General Liability Defense Lawyer,Confidential,0.9249,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,1335,47487091,AUTOMOBILE,28780,3894268653,Tax Account Manager ,Ebyte Technologies Inc,0.9247,"['c', 'excel', 'r']","Match Score: 92% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
